상권_코드_명,자치구명,상권_구분_코드_명,최다업종,직장인수_평균,상주인구_평균,개업률_평균,폐업률_평균,월매출_평균,엑스좌표_값,와이좌표_값,영역_면적,행정동,위도,경도
답십리 장령당공원,동대문구,골목상권,전자상거래업,83.0,668.0,6.0,0.0,376916885.0,204595,452273,27972,답십리1동,37.569986179498024,127.05201326325202
답십리공원,동대문구,골목상권,화장품,248.7908163265306,806.8930481283422,2.5774647887323945,2.2065727699530515,303983195.7962963,205920,452959,55458,답십리2동,37.57615943992586,127.06701717715495
답십리사거리,동대문구,골목상권,화장품,168.27906976744185,2601.4326530612243,3.647887323943662,3.8098591549295775,420026286.8802817,205138,452341,82160,답십리2동,37.57059598801341,127.05816024441098
답십리시장,동대문구,전통시장,호프-간이주점,101.71497584541063,437.1224489795918,3.517857142857143,3.1339285714285716,203626124.92070484,205141,452676,22189,답십리2동,37.573614303291755,127.05819655188141
답십리역 6번,성동구,골목상권,한식음식점,106.05555555555556,1455.0588235294117,2.175,2.925,54021880.925,204631,451780,43065,용답동,37.56554409202081,127.05241765359236
답십리초등학교,동대문구,골목상권,한식음식점,212.04016064257027,2207.5381355932204,4.191881918819188,3.095940959409594,249478739.54578754,204987,452276,80982,답십리1동,37.570011170999635,127.05645053947013
답십리현대시장,동대문구,전통시장,한식음식점,12.254545454545454,298.0,1.5737704918032787,1.7540983606557377,247229273.59016395,205160,451944,18344,답십리2동,37.567018914391745,127.05840648298727
당고개역 2번,노원구,골목상권,화장품,126.42962962962963,1640.740157480315,3.22,3.3933333333333335,106089942.43333334,206846,463073,83701,상계3?4동,37.667278815856335,127.07759457818734
당고개역 5번,노원구,골목상권,한식음식점,95.10982658959537,4145.950617283951,1.8860103626943006,2.4404145077720205,157122371.8341969,206942,463518,99026,상계3?4동,37.671287453233404,127.07868690249893
당곡중학교,관악구,골목상권,호프-간이주점,360.23218997361477,4741.85,3.9423076923076925,3.0408653846153846,227055491.17745805,193763,443532,132683,보라매동,37.49122005096885,126.9294742646681
당산2동(영등포우체국),영등포구,발달상권,핸드폰,3395.114369501466,1668.5555555555557,2.7058823529411766,1.858288770053476,541585565.1781915,190924,447794,94477,당산2동,37.529597277291366,126.89731933174514
당산반도유보라팰리스아파트,영등포구,골목상권,화장품,480.5263157894737,1276.023622047244,4.013986013986014,1.5454545454545454,124343912.33103448,191142,447658,35052,당산2동,37.52837403542412,126.89978729477909
당산역,영등포구,발달상권,화초,3027.070796460177,2691.068901303538,3.1774193548387095,2.4661290322580647,895526567.6176,191262,448366,155541,당산2동,37.53475425924634,126.90113646243866
당산역 13번,영등포구,골목상권,화장품,166.23529411764707,156.75,1.3157894736842106,0.0,22333098.63157895,191087,448516,9756,양평2동,37.53610408406031,126.89915465916857
당산역 8번,영등포구,골목상권,한식음식점,267.5217391304348,2161.646153846154,2.4285714285714284,1.8571428571428572,67456557.35064936,191584,448284,54674,당산2동,37.53401843325648,126.90478057162831
대광초등학교,성북구,골목상권,편의점,385.2134831460674,1421.9404761904761,2.92,1.52,90478712.45544554,202174,453492,72678,안암동,37.58097819555142,127.02461228720487
대동초등학교,영등포구,골목상권,화장품,58.958333333333336,830.6260869565217,7.829457364341085,6.395348837209302,204828361.8778626,191264,443608,35075,대림2동,37.49188456755702,126.90121560959574
대림1동주민센터,영등포구,골목상권,화장품,721.7047244094488,3426.4522821576766,2.8920863309352516,3.2949640287769784,424046102.9071429,191730,444244,115306,신길5동,37.497619252474074,126.90647786314138
대림3동사거리,영등포구,발달상권,화초,3673.8542372881357,2375.926916221034,2.343167701863354,2.9580745341614905,2464485499.003077,190957,444527,191427,대림3동,37.50016185253768,126.89773284883364
대림갑을명가아파트,영등포구,골목상권,한식음식점,33.0,310.25,7.833333333333333,6.888888888888889,72468434.3888889,191416,444092,13131,대림1동,37.49624685997714,126.90292873946542
"대림골목시장(대림시장, 양지시장)",은평구,전통시장,화장품,215.8342245989305,523.0555555555555,3.960591133004926,3.4630541871921183,396277612.0689655,192702,454159,25330,응암3동,37.58696146585945,126.91737128158225
대림상가(청계상가),중구,전통시장,한식음식점,182.61349693251535,129.94230769230768,2.7555555555555555,1.5888888888888888,3969175496.0555553,199596,452001,11005,을지로동,37.567546840841366,126.99542705683898
대림성모병원,영등포구,골목상권,한식음식점,505.12068965517244,1747.3227272727272,2.831372549019608,3.6627450980392156,918811740.2265625,191713,443474,86491,대림1동,37.49068135537327,126.90629428541293
대림썬프라자,영등포구,골목상권,한식음식점,41.0,3.5,2.581818181818182,0.9454545454545454,93553625.9090909,191840,444066,9883,대림1동,37.49601644101264,126.90772378123626
대림역,영등포구,발달상권,화초,1556.3645320197045,1695.0442708333333,4.098214285714286,3.3638392857142856,1194656119.2283814,190958,443850,142571,대림3동,37.494062057605184,126.89775247469098
대림역 11번,영등포구,골목상권,화장품,955.0,769.2758620689655,8.5,6.3,19914786.433333334,191056,443667,24375,대림2동,37.49241417100042,126.8988628868371
대림역 2번,구로구,골목상권,호프-간이주점,232.98387096774192,2570.9025423728813,3.055350553505535,2.96309963099631,277780407.7058824,190545,443726,111299,구로4동,37.4929406764136,126.89308384367953
대림역 5번,영등포구,골목상권,화장품,378.7628865979381,2484.5489130434785,3.2606635071090047,3.8341232227488153,231288808.6431925,190843,444085,94929,대림3동,37.496178287632986,126.89644912574266
대림중앙 골목형상점가,영등포구,전통시장,한식음식점,65.93406593406593,458.05882352941177,3.801980198019802,4.554455445544554,315069089.84158415,191020,443257,19474,대림2동,37.488719696595915,126.89846080667903
대림중앙시장,영등포구,전통시장,화장품,93.22727272727273,1052.939393939394,4.257575757575758,3.553030303030303,470915778.96240604,191108,443509,47326,대림2동,37.490991083426614,126.89945280078445
대림차이나타운(대림역 12번),영등포구,골목상권,호프-간이주점,44.21518987341772,759.2162162162163,2.7126436781609193,3.0344827586206895,255864924.6590909,190902,443500,35768,대림2동,37.49090798747462,126.8971235493342
대림한신아파트,영등포구,골목상권,호프-간이주점,180.85549132947978,3499.4268292682927,2.121693121693122,1.8306878306878307,166326416.03664923,191471,443882,84160,대림1동,37.4943552577109,126.90355313361495
대명여울빛거리시장(대명시장),금천구,전통시장,화장품,319.4308093994778,1026.0164835164835,2.3595238095238096,2.3,968263968.3111639,191342,439355,51350,시흥1동,37.45356538993804,126.90214758052595
대방역 3번,동작구,골목상권,한식음식점,304.63829787234044,597.0666666666667,3.1176470588235294,2.784313725490196,181037827.73376623,193544,445834,46862,대방동,37.51195968526966,126.92697769750927
대방역 4번,영등포구,골목상권,한식음식점,35.166666666666664,795.1764705882352,1.6101694915254237,3.2033898305084745,164134654.52542374,193183,446027,51645,신길1동,37.51369602690586,126.92289272549621
대방역 6번,영등포구,골목상권,한식음식점,519.046511627907,1855.7560975609756,2.357894736842105,1.4842105263157894,186094610.85416666,193249,446149,92336,신길1동,37.51479573571652,126.9236381327389
대신고등학교,종로구,골목상권,한식음식점,32.72222222222222,485.0,0.0,3.9,346291596.7,196517,452627,18781,교남동,37.57318057632959,126.96057237511422
대신시장,영등포구,전통시장,미용실,16.11111111111111,221.2941176470588,1.0,1.25,51907086.0,192707,445752,8116,신길1동,37.51121463046072,126.91751140828904
대왕초등학교(세곡동사거리서남측),강남구,골목상권,한식음식점,40.8974358974359,428.8243243243243,3.127906976744186,1.3604651162790697,212667935.24418604,209464,440465,52892,세곡동,37.46355871743175,127.10697603547517
대원고등학교,광진구,골목상권,한식음식점,511.1044776119403,2590.46875,4.395833333333333,2.9097222222222223,194611667.24827588,207751,451529,58514,중곡4동,37.563261633023764,127.0877298231472
대조시장,은평구,전통시장,호프-간이주점,79.76470588235294,1903.0681818181818,3.0531400966183573,3.246376811594203,173805986.30917874,193520,456658,54016,대조동,37.609483334764015,126.92661064407342
대진고등학교,노원구,골목상권,화장품,861.9303797468355,1902.4429530201342,2.6379310344827585,2.660919540229885,244952844.5284091,206468,459617,69099,하계1동,37.6361436126196,127.07327961483666
대청초등학교,강남구,골목상권,화초,1748.1750700280113,7372.644873699852,2.3143219264892267,2.273764258555133,601500146.5813367,207481,443569,236964,일원1동,37.491544188739695,127.08459279952699
대치2동주민센터,강남구,골목상권,한식음식점,1890.9450549450548,1399.9058823529413,3.910891089108911,3.1584158415841586,892536459.745098,205656,444713,112841,대치2동,37.50186467208032,127.06396507703604
대치동아우편취급국,강남구,골목상권,화장품,444.73202614379085,1557.8082191780823,4.059523809523809,3.4761904761904763,213594781.0297619,204819,444825,40587,대치4동,37.502878544358616,127.05449997860173
대치사거리,강남구,발달상권,화초,2865.248565965583,3947.3171717171717,2.8635578583765113,2.6442141623488773,1104301405.1337907,205165,444843,159411,대치4동,37.503038855171134,127.05841315411669
대치역,강남구,발달상권,화장품,5728.271356783919,1322.7163120567375,2.1119515885022695,2.435703479576399,1427736900.93816,205508,443861,163253,대치1동,37.494188996315316,127.06228493383824
대학로(혜화역),종로구,발달상권,화초,2086.5335413416537,1977.485996705107,2.9617021276595743,2.9517730496453902,1466526505.2750351,200117,453688,256888,혜화동,37.5827467014045,127.00132461165737
대현산장미원,성동구,골목상권,슈퍼마켓,51.0,1454.0,8.333333333333334,9.666666666666666,74526274.0,202636,450338,19485,응봉동,37.55255958190154,127.02983134596822
대흥동주민센터,마포구,골목상권,한식음식점,214.17857142857142,2607.814814814815,3.466666666666667,2.816666666666667,83022595.35,194807,450616,71531,대흥동,37.55505349794558,126.94122938667753
대흥역 2번,마포구,골목상권,화초,2207.898395721925,2633.607344632768,2.222760290556901,2.723970944309927,348910222.5603865,195146,449859,111950,염리동,37.54823479181836,126.94507094731418
대흥역 3번,마포구,골목상권,화장품,1605.6774193548388,1101.9188034188035,4.025270758122744,3.267148014440433,596036039.2057762,195036,449638,76040,대흥동,37.54624299959065,126.9438276551154
더케이호텔(양재리본타워2단지아파트),서초구,골목상권,한식음식점,870.4375,890.2933333333333,3.1235955056179776,1.9775280898876404,768059507.6111112,203096,440710,43233,양재2동,37.46580943362619,127.03499659545136
덕성여대시반거리,도봉구,골목상권,한식음식점,39.98717948717949,630.1095890410959,3.1502890173410405,2.878612716763006,214592951.86705202,201215,461310,43039,쌍문1동,37.6514192269792,127.0137682393538
덕수교,강북구,골목상권,호프-간이주점,231.27777777777777,3218.0,0.43434343434343436,1.6565656565656566,154078465.41,201609,460954,102062,수유2동,37.64821112137031,127.01823221742598
덕의초등학교,구로구,골목상권,화장품,137.97282608695653,1673.6647398843932,3.2487804878048783,2.175609756097561,128238807.02415459,187204,445195,55364,고척2동,37.506136184220836,126.85527871714595
도곡1동,강남구,발달상권,화초,11317.464285714286,1853.6560232220609,2.4651741293532337,2.6106965174129355,663564491.4689826,203531,443680,169293,역삼1동,37.49256784501679,127.03992798739
도곡2동주민센터(대치중학교),강남구,골목상권,양식음식점,331.94444444444446,331.4117647058824,0.0,0.0,57255492.95,204135,442692,14234,도곡2동,37.483663383777404,127.0467523734254
도곡시장,강남구,전통시장,한의원,20.147540983606557,31.74137931034483,0.8656716417910447,0.0,482209861.04477614,204573,444284,7462,역삼2동,37.49800535436077,127.05171450644163
도곡초등학교,강남구,골목상권,화장품,2088.116564417178,8024.376623376624,4.0609418282548475,3.8005540166204987,598647370.2672176,205007,444509,138866,대치4동,37.50003036704142,127.05662399395345
도림2동유수지내체육시설,영등포구,골목상권,한식음식점,294.69767441860466,1337.0975609756097,2.425531914893617,1.7872340425531914,105442676.04255319,190898,445288,51407,도림동,37.50701791437905,126.89705620583169
도림동주민센터,영등포구,골목상권,핸드폰,33.333333333333336,891.0,11.6,0.0,3132487.0,190819,445634,27268,도림동,37.51013460386422,126.8961583972878
도림초등학교,영등포구,골목상권,한식음식점,509.96774193548384,1937.5862068965516,5.352941176470588,3.6470588235294117,46085698.17142857,191968,445494,68722,신길3동,37.50888390866796,126.9091556622347
도봉구 정병원,도봉구,골목상권,호프-간이주점,480.75308641975306,3166.9210526315787,2.845303867403315,3.0718232044198897,295314500.48351645,203471,462457,118386,방학1동,37.6617477362968,127.03933841839088
도봉구민회관,도봉구,골목상권,한식음식점,252.0,713.1041666666666,3.392857142857143,3.8035714285714284,365941003.4736842,203483,461709,44767,창5동,37.655008347922056,127.03947085180751
도봉구보건소,도봉구,골목상권,화장품,229.32624113475177,4112.45895522388,3.146103896103896,3.7954545454545454,309962715.2926045,203457,462153,123299,쌍문2동,37.6590088057298,127.03917831065678
도봉산역 1번,도봉구,골목상권,호프-간이주점,640.8333333333334,1564.1176470588234,2.9285714285714284,2.3,816588846.8214285,203718,465573,247532,도봉1동,37.68982127455393,127.04215366082332
도봉산입구,도봉구,골목상권,화장품,479.3227176220807,7700.703370786517,2.2662835249042144,2.210727969348659,909910888.8587786,203332,464982,542024,도봉1동,37.684497981920416,127.03777459924743
도봉세무서,강북구,골목상권,호프-간이주점,419.14,3059.978723404255,3.4850299401197606,3.1676646706586826,374666858.7784431,202381,457675,108984,송천동,37.61866612696216,127.0269693758849
도봉역 2번,도봉구,골목상권,호프-간이주점,569.7393767705382,6624.874626865671,2.2577319587628866,2.2396907216494846,293871278.3913044,203614,463983,454340,도봉1동,37.675496140869164,127.04096665862696
도봉역 3번,도봉구,골목상권,호프-간이주점,427.0740740740741,1589.7307692307693,2.293103448275862,2.6551724137931036,239297664.12068966,204032,464014,90321,도봉2동,37.67577370338089,127.04570508633525
도봉우체국,도봉구,골목상권,한식음식점,36.67619047619048,2807.2475247524753,2.607142857142857,1.6785714285714286,172526677.3539823,202678,460881,55371,쌍문3동,37.6475509095685,127.03034521174627
도산공원교차로,강남구,발달상권,화초,6549.720930232558,1163.7410881801127,3.206896551724138,2.6436781609195403,1486907531.9297385,202968,446898,185023,압구정동,37.521564162466845,127.03357465676805
도산공원북측,강남구,골목상권,한식음식점,56.88235294117647,30.151515151515152,4.712328767123288,1.1917808219178083,527897000.72602737,203103,447371,10044,압구정동,37.525825459509036,127.03510380239632
도성초등학교,강남구,발달상권,화초,1045.6402877697842,1615.9847328244275,3.376086956521739,2.7021739130434783,592681066.0151188,204639,444576,72437,대치4동,37.50063596235816,127.05246271839206
도신초등학교,영등포구,골목상권,화초,179.77459016393442,3564.722943722944,1.7045454545454546,2.8484848484848486,636449489.5390334,191374,444236,113740,대림3동,37.49754391638084,126.90245209989303
도화동 상점가,마포구,전통시장,화초,1137.1617161716172,2474.452961672474,2.7361319340329837,2.0869565217391304,838928069.0372024,195525,448962,101880,도화동,37.54015474788199,126.94936526895961
독립문역 1번,종로구,골목상권,화장품,482.77777777777777,637.3214285714286,1.8515625,3.1171875,788774699.5390625,196220,452912,31531,무악동,37.57574723987454,126.95720886112564
독산119안전센터,금천구,골목상권,화장품,459.4661654135338,4870.834645669292,3.2006920415224913,2.930795847750865,248296852.89041096,191226,440910,124454,독산4동,37.46757501512585,126.90081805088234
독산2동주민센터,금천구,골목상권,화장품,436.5878594249201,3792.161616161616,2.486880466472303,2.9154518950437316,222134537.3594203,191304,440495,96407,독산2동,37.46383656022357,126.9017046630445
독산동,금천구,발달상권,화초,4604.167108753316,6305.4145658263305,2.563855421686747,2.639759036144578,933146421.4576877,190614,441262,530021,독산1동,37.470740558781436,126.89389548521771
독산동 맛나는거리상점가(독산동 맛나는거리),금천구,전통시장,호프-간이주점,35.73913043478261,887.3282442748092,3.7019867549668874,2.9139072847682117,490098561.67105263,191176,441096,29410,독산4동,37.46925041721309,126.90025062119813
독산동 우시장,금천구,전통시장,호프-간이주점,628.4246575342465,782.7391304347826,3.3950617283950617,3.493827160493827,44145257523.03704,190847,440814,63392,독산1동,37.46670637228808,126.89653500499368
독산동성당,금천구,골목상권,화장품,478.755,8551.71352785146,2.62979683972912,2.9774266365688487,288431662.3438202,191524,441254,207152,독산4동,37.47067726744691,126.90418270467585
독산동정훈단지,금천구,골목상권,화장품,260.54754098360655,2976.8650519031144,2.5341246290801185,3.1275964391691393,398929785.0591716,191510,440729,79548,독산2동,37.46594683806725,126.90403048852814
독산역 1번 출입구,금천구,골목상권,한식음식점,664.6528925619834,1103.208695652174,4.18796992481203,2.4285714285714284,280577882.6165413,190387,440588,106562,독산1동,37.4646654230754,126.89133814646827
돈암시장(돈암제일시장),성북구,전통시장,화장품,106.47292418772564,249.21374045801528,3.127450980392157,2.7941176470588234,667838272.276873,201401,454697,20332,삼선동,37.59183665992462,127.01586330439116
돈의문센트레빌아파트입구,서대문구,골목상권,화초,138.39344262295083,720.8275862068965,2.2686567164179103,1.4179104477611941,139159086.86567163,196793,451833,21586,충현동,37.566027675786486,126.963700171686
돌곶이시장(석관황금시장),성북구,전통시장,한식음식점,184.88505747126436,1837.2874251497005,3.382978723404255,2.627659574468085,162648636.04761904,205475,456688,48175,석관동,37.60976016072055,127.0620074415214
돌곶이역 1번,성북구,골목상권,호프-간이주점,224.6875,2019.5494505494505,3.740740740740741,2.7037037037037037,177895381.35185185,204785,456784,72476,장위2동,37.61062895729644,127.05419343609921
돌곶이역 3번,성북구,골목상권,한식음식점,166.72222222222223,807.2352941176471,0.0,3.3,377118115.85,205180,456985,34428,장위2동,37.61243780519847,127.05866850498415
돌곶이역 5번,성북구,골목상권,화장품,1000.8367346938776,1322.2382671480145,3.037037037037037,2.0709876543209877,233769742.19076923,205235,456656,67373,석관동,37.60947324115329,127.0592890795929
돌곶이역 8번,성북구,골목상권,화초,442.1470588235294,3257.2084942084944,2.683673469387755,1.8265306122448979,250536462.12457913,205071,456537,105931,석관동,37.6084019827491,127.05743087131309
동교초등학교,마포구,골목상권,화초,387.282131661442,4707.9009900990095,3.8114285714285714,2.7,289616810.46,191287,450928,101027,망원2동,37.55783805697095,126.9013889146536
동구여중,성북구,골목상권,한식음식점,240.17821782178217,1819.842105263158,1.761467889908257,1.1192660550458715,338552573.3873874,200468,454617,82760,성북동,37.59111681326029,127.00529903995135
동남상가,영등포구,전통시장,화초,10.613496932515337,153.18954248366012,0.5245901639344263,0.7486338797814208,83471801.284153,191659,446794,1854,영등포동,37.52059420359231,126.90564603838433
동대문경찰서,동대문구,골목상권,한식음식점,74.97368421052632,777.2972972972973,2.05,1.5,99892544.45,203921,453959,35357,청량리동,37.585180052932714,127.04439291652311
동대문구청,동대문구,골목상권,화장품,235.58823529411765,3601.079166666667,1.2872340425531914,1.872340425531915,410022393.24647886,203596,452957,115383,용신동,37.57615342395652,127.04070840517555
동대문문구완구거리(동대문문구완구시장),종로구,전통시장,한식음식점,127.63483146067416,148.8639053254438,2.4358974358974357,2.471794871794872,4347169745.448979,201224,452431,38586,창신1동,37.57142039698896,127.0138553769603
동대문상가A동,종로구,전통시장,신발,28.0,42.23529411764706,0.85,2.15,283714027.4,200943,452267,4486,창신1동,37.56994309516255,127.01067431570527
동대문역,종로구,발달상권,화장품,198.5496688741722,643.7473684210527,2.592814371257485,3.07185628742515,501010883.80597013,201005,452410,58788,창신1동,37.571231452916095,127.01137632245057
동대문역 1번,종로구,골목상권,호프-간이주점,254.8181818181818,5553.451612903225,3.7651006711409396,3.738255033557047,397784599.53691274,200934,452953,153230,창신2동,37.57612392961357,127.01057331374025
동대문역 3번,종로구,골목상권,한식음식점,8.193548387096774,190.46666666666667,3.090909090909091,0.0,595446211.5757576,201063,452656,9161,창신1동,37.57344783562387,127.01203322302788
동대문역사문화공원역,중구,발달상권,화초,34730.5884057971,2069.5674846625766,2.0837696335078535,2.493455497382199,2216141851.1825294,200652,451769,370638,광희동,37.56545638813874,127.00737989015032
동대문역사문화공원역 5번,중구,골목상권,호프-간이주점,241.12121212121212,945.531914893617,3.925925925925926,2.8518518518518516,355870603.7685185,200434,451428,44820,장충동,37.56238411905503,127.0049121791401
"동대문종합시장(동대문종합시장 신관, 동대문종합시장D동상가)",종로구,전통시장,한식음식점,1503.5555555555557,1.7058823529411764,1.675,3.175,735259586.8,200717,452318,39355,"종로5,6가동",37.57040280639596,127.008116152074
동대문중앙새마을금고본점,동대문구,골목상권,호프-간이주점,68.16417910447761,123.046875,1.3013698630136987,2.4794520547945207,46004677.60273973,203744,453658,16140,제기동,37.58246880047867,127.04238741447575
동대문패션타운 관광특구,중구,관광특구,화초,6690.7166921898925,2337.131067961165,2.171983356449376,2.3314840499306517,2864074253.6717453,200996,451976,606058,광희동,37.567321142166996,127.01127385554352
동대부고,동대문구,골목상권,핸드폰,612.4529914529915,3172.6686746987953,2.5822454308093996,1.7859007832898173,921540713.2365038,206490,453086,104535,장안2동,37.577299862320345,127.07347096415802
동대부여고,광진구,골목상권,화장품,227.21556886227546,6298.163522012579,3.558904109589041,2.9452054794520546,109595942.31793478,207834,449143,120727,구의1동,37.54176314249194,127.08864379358764
동묘시장(동묘벼룩시장),종로구,전통시장,한식음식점,394.2049180327869,386.704347826087,1.7686567164179106,2.2388059701492535,284018039.60294116,201471,452424,31213,숭인2동,37.571356966071896,127.01665134166707
동묘앞역 2번,종로구,골목상권,화장품,280.4580152671756,3652.8211382113823,3.5205479452054793,3.3972602739726026,83180699.2585034,201699,452879,95779,숭인2동,37.57545610038485,127.01923329716882
동묘앞역 3번,종로구,골목상권,한식음식점,60.1025641025641,258.5945945945946,2.6363636363636362,2.0454545454545454,298534729.5,201783,452612,18431,숭인2동,37.57305028574799,127.02018355835784
동묘앞역(동묘),종로구,발달상권,화장품,778.5131845841785,1010.6324786324786,2.5091911764705883,3.073529411764706,828738461.6160878,201294,452578,71198,창신1동,37.572744764086856,127.01464801900576
동문시장,종로구,전통시장,한식음식점,22.166666666666668,124.29411764705883,1.175,1.9,4912381602.1,200970,452324,8177,창신1동,37.57045663449499,127.01098001837083
동부시장,동대문구,전통시장,한식음식점,15.444444444444445,,0.7,1.7,370989359.575,204647,451974,6617,답십리1동,37.56729194291261,127.05259998437822
동북프라자,강북구,전통시장,한식음식점,121.84615384615384,25.516666666666666,1.2191780821917808,1.7123287671232876,735473667.5616438,201694,457845,8454,삼양동,37.620199328102196,127.01918818191713
동서시장,동대문구,전통시장,청과상,6.166666666666667,3.0,1.3,0.9,47976072257.55,203663,453370,4579,제기동,37.57987426500722,127.04146894002109
동성타워프라자,중랑구,전통시장,화장품,32.36,266.72222222222223,1.8395061728395061,1.8641975308641976,37456724.39506173,208594,456497,4108,신내1동,37.608015426299296,127.09732958269647
"동원전통종합시장(동원시장, 동원전통시장 상점가)",중랑구,전통시장,화장품,241.16205533596838,2026.5,3.120503597122302,2.5071942446043165,931681753.9856887,208009,454485,90850,면목본동,37.58989278841775,127.09068228925835
동의보감타워,동대문구,골목상권,화장품,76.53763440860214,572.5274725274726,2.9696969696969697,1.6262626262626263,265969085.37373737,203304,453083,33231,용신동,37.577289770260045,127.03740339685274
동의초등학교,광진구,골목상권,한식음식점,105.5909090909091,1602.9512195121952,2.78,4.1,65831544.12,208409,450329,29079,구의2동,37.55244391167489,127.09516364702064
동일여자고등학교,금천구,골목상권,화장품,199.54970760233917,1459.2111801242236,2.449197860962567,1.9839572192513368,571340418.074074,192287,439057,59664,시흥2동,37.45088873344512,126.91283104206283
동작구자원봉사센터,동작구,골목상권,일반의류,138.0,,16.5,50.0,80175707.5,195216,445472,33607,노량진1동,37.50870822761033,126.94589164292432
동진시장,마포구,전통시장,호프-간이주점,13.846153846153847,32.659574468085104,5.82258064516129,4.741935483870968,106476416.61290322,193538,451420,4091,연남동,37.56228948723856,126.92686069302329
동평화시장,중구,전통시장,한식음식점,29.31645569620253,41.08,2.793103448275862,2.4367816091954024,2663050581.9310346,201165,452217,8633,신당동,37.56949234348714,127.0131871716288
동화동 골목형상점가,중구,전통시장,화장품,408.77022653721684,1519.2568493150684,3.2653061224489797,2.7638483965014577,440493724.5801749,201543,451430,60206,동화동,37.56240094950935,127.01746427209717
두산초등학교,금천구,골목상권,한식음식점,4475.16049382716,1505.367088607595,2.5294117647058822,2.1411764705882352,516026589.5813953,190428,440885,50102,독산1동,37.46734184716617,126.89179773823689
둔촌2동주민센터,강동구,골목상권,호프-간이주점,307.5,1975.7515151515152,3.531578947368421,3.4789473684210526,355077218.7591623,212654,448239,60068,둔촌2동,37.53356458912888,127.14316767622354
둔촌고등학교(둔촌중학교),강동구,골목상권,화장품,364.5438596491228,1988.1284403669724,3.032258064516129,1.9516129032258065,156132291.97580644,212802,447928,66695,둔촌2동,37.53076044252061,127.14483672836192
둔촌동역 1번(한산중학교),강동구,골목상권,화초,1025.3431151241534,7272.242280285036,2.4487704918032787,2.2561475409836067,278433353.3333333,212348,447971,179874,둔촌2동,37.53115405950385,127.13970109005331
둔촌동역 3번(성내3동주민센터),강동구,골목상권,화초,748.3818181818182,3493.87898089172,2.3,2.022222222222222,476469033.11538464,211636,447220,106811,성내3동,37.5243968073635,127.13163389250455
둔촌동역 4번,강동구,골목상권,호프-간이주점,158.14832535885168,2699.583756345178,4.157205240174672,3.37117903930131,75735645.29437229,211697,447577,51128,성내3동,37.52761260530839,127.13232964353003
둔촌역,강동구,발달상권,화초,1984.5648854961833,2742.983870967742,2.5324825986078885,2.4211136890951277,902480537.483945,211926,447436,165420,성내3동,37.526339264817906,127.13491805500612
둔촌역전통시장,강동구,전통시장,화장품,187.17768595041323,1618.2422907488988,2.3408239700374533,2.0187265917602994,804502812.8178439,211868,447599,36613,성내3동,37.527808641751314,127.13426453864876
등나무근린공원,노원구,발달상권,화초,1185.7894736842106,1547.3927927927928,2.2480857580398164,2.6171516079632466,3845119972.3774734,205863,460036,125820,중계2?3동,37.63992279532918,127.06642859452448
등마루시장,강서구,전통시장,한식음식점,490.94444444444446,604.1764705882352,1.25,1.65,194202731.1,187585,450820,14496,등촌1동,37.55682255589751,126.85949272936686
등촌1동주민센터,강서구,골목상권,화장품,4559.86320754717,6948.900497512438,3.5836909871244633,3.221030042918455,934493609.0490406,187561,450691,231350,등촌1동,37.55565994906193,126.8592232956464
등촌3동주민센터,강서구,골목상권,화초,4837.44674556213,1732.3040752351096,3.3324396782841825,3.310991957104558,595033371.512,186507,450988,151533,등촌3동,37.55832107704375,126.84728936932454
등촌역,양천구,발달상권,화초,1699.4330578512397,4197.385689354276,2.8662704309063893,2.726597325408618,638496853.7384844,188046,450164,183773,목3동,37.5509181198166,126.86472078637462
등촌역 1번,강서구,골목상권,한식음식점,410.0,1365.0,4.117647058823529,6.470588235294118,151338163.17647058,188138,450469,46900,등촌1동,37.55366734475919,126.86575698649337
등촌역 4번,양천구,골목상권,화장품,253.52941176470588,2402.0416666666665,4.20353982300885,2.2920353982300883,26782256.42982456,188071,449651,57686,목3동,37.54629633318375,126.86501203740983
등촌역 7번,강서구,골목상권,한식음식점,227.18571428571428,3480.731343283582,2.3552631578947367,2.8421052631578947,193279228.07894737,187709,450057,73721,등촌2동,37.54994962347848,126.86090887758043
디지털단지오거리,구로구,발달상권,화장품,134.8904109589041,616.7826086956521,2.706611570247934,3.15702479338843,252886725.2222222,190133,442413,51996,가리봉동,37.48110615433255,126.88844259150426
떡전교사거리,동대문구,골목상권,한식음식점,108.33333333333333,1790.6627906976744,6.010204081632653,3.36734693877551,132565444.03061225,204277,453931,46180,청량리동,37.58492619031005,127.04842332523857
뚝도시장,성동구,전통시장,화장품,50.03597122302158,549.2992424242424,2.947194719471947,2.716171617161716,491173718.6928105,204817,448747,21456,성수2가1동,37.53821587578757,127.05450305757522
뚝섬역,성동구,발달상권,화초,4732.659615384616,2281.290060851927,3.680628272251309,2.183246073298429,950475968.0746528,204279,449686,218163,성수1가2동,37.54667891193152,127.04842120587679
뚝섬역교차로,성동구,골목상권,한식음식점,1361.6082474226805,851.8152173913044,4.0,2.9537037037037037,396768189.57798165,204001,450061,79596,성수1가2동,37.5500589042001,127.04527739974368
뚝섬역상점가,성동구,전통시장,화초,1128.857142857143,1453.054347826087,2.7410207939508506,1.988657844990548,819772493.712406,204339,449882,56166,성수1가2동,37.548444588661376,127.04910132457829
